Sampleid,X,Y
2130,397,1
2131,98,1
2132,524,1
2133,647,1
2134,841,1
2135,983,1
2136,204,1
2137,418,1
2138,45,1
2139,654,1
2140,1014,0
2141,430,1
2142,553,1
2143,942,1
2144,195,1
2145,394,1
2146,332,1
2147,639,1
2148,834,1
2149,238,1
2150,301,1
2151,286,1
2152,204,1
2153,270,1
2154,500,1
2155,425,1
2156,1009,0
2157,954,1
2158,1001,0
2159,752,1
2160,777,1
2161,429,1
2162,654,1
2163,499,1
2164,556,1
2165,971,1
2166,589,1
2167,730,1
2168,678,1
2169,81,1
2170,110,1
2171,59,1
2172,522,1
2173,195,1
2174,751,1
2175,506,1
2176,250,1
2177,72,1
2178,277,1
2179,262,1
2180,188,1
2181,126,1
2182,158,1
2183,348,1
2184,508,1
2185,316,1
2186,90,1
2187,799,1
2188,605,1
2189,624,1
2190,221,1
2191,567,1
2192,171,1
2193,301,1
2194,764,1
2195,272,1
2196,65,1
2197,966,1
2198,611,1
2199,956,1
2200,379,1
2201,767,1
2202,876,1
2203,552,1
2204,220,1
2205,183,1
2206,176,1
2207,645,1
2208,754,1
2209,14,1
2210,386,1
2211,87,1
2212,356,1
2213,226,1
2214,22,1
2215,155,1
2216,687,1
2217,112,1
2218,641,1
2219,828,1
2220,165,1
2221,387,1
2222,389,1
2223,363,1
2224,975,1
2225,613,1
2226,127,1
2227,258,1
2228,605,1
2229,614,1
2230,571,1
2231,253,1
2232,614,1
2233,436,1
2234,298,1
2235,909,1
2236,797,1
2237,412,1
2238,643,1
2239,248,1
2240,767,1
2241,159,1
2242,16,1
2243,743,1
2244,750,1
2245,680,1
2246,534,1
2247,516,1
2248,17,1
2249,992,1
2250,546,1
2251,57,1
2252,228,1
2253,669,1
2254,881,1
2255,90,1
2256,610,1
2257,774,1
2258,431,1
2259,946,1
2260,645,1
2261,606,1
2262,690,1
2263,763,1
2264,1008,0
2265,59,1
2266,263,1
2267,380,1
2268,729,1
2269,50,1
2270,742,1
2271,615,1
2272,223,1
2273,997,1
2274,816,1
2275,866,1
2276,894,1
2277,519,1
2278,36,1
2279,949,1
2280,121,1
2281,70,1
2282,89,1
2283,430,1
2284,704,1
2285,226,1
2286,184,1
2287,354,1
2288,980,1
2289,174,1
2290,787,1
2291,450,1
2292,900,1
2293,652,1
2294,523,1
2295,756,1
2296,269,1
2297,5,1
2298,217,1
2299,135,1
2300,268,1
2301,853,1
2302,738,1
2303,907,1
2304,909,1
2305,341,1
2306,546,1
2307,441,1
2308,100,1
2309,993,1
2310,163,1
2311,632,1
2312,526,1
2313,645,1
2314,751,1
2315,625,1
2316,503,1
2317,882,1
2318,891,1
2319,413,1
2320,769,1
2321,62,1
2322,56,1
2323,883,1
2324,37,1
2325,168,1
2326,251,1
2327,25,1
2328,431,1
2329,981,1
2330,983,1
2331,283,1
2332,222,1
2333,358,1
2334,271,1
2335,757,1
2336,832,1
2337,514,1
2338,479,1
2339,347,1
2340,125,1
2341,803,1
2342,391,1
2343,961,1
2344,57,1
2345,521,1
2346,867,1
2347,488,1
2348,320,1
2349,564,1
2350,353,1
2351,639,1
2352,956,1
2353,435,1
2354,775,1
2355,847,1
2356,492,1
2357,18,1
2358,147,1
2359,55,1
2360,579,1
2361,592,1
2362,964,1
2363,299,1
2364,44,1
2365,313,1
2366,892,1
2367,59,1
2368,119,1
2369,142,1
2370,745,1
2371,644,1
2372,594,1
2373,385,1
2374,418,1
2375,417,1
2376,477,1
2377,0,1
2378,847,1
2379,286,1
2380,146,1
2381,627,1
2382,392,1
2383,290,1
2384,979,1
2385,202,1
2386,964,1
2387,480,1
2388,1014,0
2389,806,1
2390,949,1
2391,544,1
2392,300,1
2393,433,1
2394,660,1
2395,535,1
2396,182,1
2397,916,1
2398,661,1
2399,337,1
2400,534,1
2401,329,1
2402,408,1
2403,133,1
2404,143,1
2405,414,1
2406,155,1
2407,419,1
2408,4,1
2409,662,1
2410,622,1
2411,431,1
2412,550,1
2413,665,1
2414,581,1
2415,1012,0
2416,300,1
2417,119,1
2418,0,1
2419,528,1
2420,410,1
2421,527,1
2422,11,1
2423,812,1
2424,272,1
2425,59,1
2426,224,1
2427,489,1
2428,40,1
2429,859,1
2430,212,1
2431,134,1
2432,530,1
2433,243,1
2434,996,1
2435,1014,0
2436,87,1
2437,155,1
2438,54,1
2439,724,1
2440,534,1
2441,83,1
2442,790,1
2443,148,1
2444,214,1
2445,1021,0
2446,39,1
2447,776,1
2448,254,1
2449,875,1
2450,707,1
2451,1005,0
2452,750,1
2453,719,1
2454,291,1
2455,208,1
2456,787,1
2457,413,1
2458,996,1
2459,12,1
2460,870,1
2461,635,1
2462,105,1
2463,747,1
2464,908,1
2465,828,1
2466,997,1
2467,915,1
2468,154,1
2469,456,1
2470,335,1
2471,444,1
2472,76,1
2473,196,1
2474,303,1
2475,77,1
2476,433,1
2477,210,1
2478,123,1
2479,139,1
2480,113,1
2481,36,1
2482,60,1
2483,710,1
2484,514,1
2485,715,1
2486,726,1
2487,571,1
2488,613,1
2489,27,1
2490,7,1
2491,662,1
2492,959,1
2493,734,1
2494,963,1
2495,590,1
2496,998,1
2497,405,1
2498,184,1
2499,945,1
2500,908,1
2501,724,1
2502,240,1
2503,605,1
2504,376,1
2505,380,1
2506,831,1
2507,460,1
2508,370,1
2509,677,1
2510,974,1
2511,423,1
2512,467,1
2513,745,1
2514,18,1
2515,486,1
2516,430,1
2517,791,1
2518,580,1
2519,733,1
2520,524,1
2521,647,1
2522,544,1
2523,109,1
2524,536,1
2525,303,1
2526,119,1
2527,825,1
2528,518,1
2529,949,1
2530,624,1
2531,753,1
2532,13,1
2533,403,1
2534,411,1
2535,12,1
2536,522,1
2537,522,1
2538,846,1
2539,767,1
2540,822,1
2541,469,1
2542,922,1
2543,309,1
2544,953,1
2545,142,1
2546,411,1
2547,886,1
2548,44,1
2549,936,1
2550,410,1
2551,1008,0
2552,678,1
2553,366,1
2554,937,1
2555,459,1
2556,350,1
2557,475,1
2558,853,1
2559,406,1
2560,597,1
2561,340,1
2562,329,1
2563,230,1
2564,222,1
2565,141,1
2566,316,1
2567,8,1
2568,910,1
2569,584,1
2570,78,1
2571,215,1
2572,490,1
2573,941,1
2574,675,1
2575,250,1
2576,316,1
2577,981,1
2578,816,1
2579,115,1
2580,971,1
2581,899,1
2582,821,1
2583,296,1
2584,140,1
2585,487,1
2586,867,1
2587,54,1
2588,1021,0
2589,888,1
2590,876,1
2591,760,1
2592,397,1
2593,36,1
2594,701,1
2595,725,1
2596,556,1
2597,162,1
2598,611,1
2599,282,1
2600,811,1
2601,422,1
2602,236,1
2603,175,1
2604,157,1
2605,549,1
2606,641,1
2607,261,1
2608,420,1
2609,726,1
2610,599,1
2611,214,1
2612,47,1
2613,8,1
2614,245,1
2615,547,1
2616,228,1
2617,394,1
2618,170,1
2619,239,1
2620,26,1
2621,861,1
2622,832,1
2623,543,1
2624,495,1
2625,884,1
2626,578,1
2627,755,1
2628,206,1
2629,759,1
2630,149,1
2631,445,1
2632,97,1
2633,963,1
2634,367,1
2635,587,1
2636,393,1
2637,30,1
2638,67,1
2639,882,1
2640,16,1
2641,674,1
2642,565,1
2643,236,1
2644,520,1
2645,172,1
2646,875,1
2647,946,1
2648,587,1
2649,911,1
2650,416,1
2651,506,1
2652,244,1
2653,1009,0
2654,882,1
2655,60,1
2656,767,1
2657,101,1
2658,373,1
2659,920,1
2660,850,1
2661,646,1
2662,376,1
2663,976,1
2664,459,1
2665,317,1
2666,1021,0
2667,480,1
2668,584,1
2669,304,1
2670,243,1
2671,434,1
2672,556,1
2673,275,1
2674,333,1
2675,1021,0
2676,183,1
2677,740,1
2678,842,1
2679,43,1
2680,710,1
2681,350,1
2682,220,1
2683,99,1
2684,342,1
2685,850,1
2686,250,1
2687,233,1
2688,371,1
2689,228,1
2690,985,1
2691,31,1
2692,435,1
2693,354,1
2694,201,1
2695,70,1
2696,196,1
2697,112,1
2698,561,1
2699,210,1
2700,728,1
2701,179,1
2702,935,1
2703,80,1
2704,232,1
2705,386,1
2706,132,1
2707,57,1
2708,7,1
2709,816,1
2710,911,1
2711,738,1
2712,346,1
2713,1022,0
2714,335,1
2715,829,1
2716,876,1
2717,274,1
2718,711,1
2719,446,1
2720,711,1
2721,368,1
2722,718,1
2723,746,1
2724,132,1
2725,724,1
2726,863,1
2727,345,1
2728,170,1
2729,908,1
2730,668,1
2731,668,1
2732,773,1
2733,925,1
2734,1002,0
2735,910,1
2736,370,1
2737,128,1
2738,90,1
2739,71,1
2740,567,1
2741,42,1
2742,410,1
2743,106,1
2744,754,1
2745,201,1
2746,184,1
2747,908,1
2748,829,1
2749,319,1
2750,355,1
2751,598,1
2752,944,1
2753,630,1
2754,534,1
2755,743,1
2756,1014,0
2757,68,1
2758,891,1
2759,533,1
2760,173,1
2761,148,1
2762,727,1
2763,1019,0
2764,184,1
2765,794,1
2766,896,1
2767,831,1
2768,860,1
2769,286,1
2770,462,1
2771,421,1
2772,918,1
2773,564,1
2774,711,1
2775,236,1
2776,424,1
2777,101,1
2778,343,1
2779,271,1
2780,631,1
2781,966,1
2782,455,1
2783,753,1
2784,903,1
2785,447,1
2786,630,1
2787,260,1
2788,310,1
2789,240,1
2790,435,1
2791,446,1
2792,223,1
2793,584,1
2794,883,1
2795,637,1
2796,337,1
2797,1007,0
2798,1012,0
2799,846,1
2800,663,1
2801,196,1
2802,905,1
2803,422,1
2804,350,1
2805,146,1
2806,49,1
2807,74,1
2808,860,1
2809,189,1
2810,696,1
2811,396,1
2812,622,1
2813,724,1
2814,427,1
2815,306,1
2816,522,1
2817,1021,0
2818,720,1
2819,874,1
2820,148,1
2821,796,1
2822,740,1
2823,694,1
2824,920,1
2825,569,1
2826,926,1
2827,667,1
2828,250,1
2829,3,1
2830,570,1
2831,606,1
2832,534,1
2833,160,1
2834,839,1
2835,217,1
2836,659,1
2837,45,1
2838,529,1
2839,92,1
2840,285,1
2841,292,1
2842,989,1
2843,774,1
2844,338,1
2845,742,1
2846,620,1
2847,610,1
2848,1023,0
2849,150,1
2850,572,1
2851,1017,0
2852,261,1
2853,564,1
2854,731,1
2855,27,1
2856,353,1
2857,574,1
2858,988,1
2859,824,1
2860,785,1
2861,946,1
2862,229,1
2863,1,1
2864,376,1
2865,124,1
2866,171,1
2867,185,1
2868,888,1
2869,95,1
2870,852,1
2871,604,1
2872,646,1
2873,506,1
2874,544,1
2875,20,1
2876,422,1
2877,622,1
2878,296,1
2879,958,1
2880,404,1
2881,312,1
2882,719,1
2883,890,1
2884,509,1
2885,58,1
2886,432,1
2887,255,1
2888,819,1
2889,95,1
2890,909,1
2891,373,1
2892,113,1
2893,24,1
2894,20,1
2895,437,1
2896,967,1
2897,382,1
2898,133,1
2899,819,1
2900,68,1
2901,909,1
2902,226,1
2903,224,1
2904,106,1
2905,945,1
2906,372,1
2907,669,1
2908,196,1
2909,202,1
2910,97,1
2911,134,1
2912,865,1
2913,258,1
2914,239,1
2915,851,1
2916,921,1
2917,368,1
2918,130,1
2919,458,1
2920,261,1
2921,394,1
2922,34,1
2923,400,1
2924,411,1
2925,653,1
2926,286,1
2927,892,1
2928,863,1
2929,340,1
2930,636,1
2931,417,1
2932,580,1
2933,503,1
2934,990,1
2935,831,1
2936,839,1
2937,815,1
2938,96,1
2939,324,1
2940,608,1
2941,203,1
2942,1003,0
2943,680,1
2944,774,1
2945,402,1
2946,756,1
2947,530,1
2948,719,1
2949,271,1
2950,202,1
2951,433,1
2952,671,1
2953,613,1
2954,147,1
2955,693,1
2956,970,1
2957,533,1
2958,760,1
2959,317,1
2960,1006,0
2961,135,1
2962,489,1
2963,902,1
2964,337,1
2965,783,1
2966,54,1
2967,371,1
2968,132,1
2969,339,1
2970,118,1
2971,586,1
2972,823,1
2973,126,1
2974,963,1
2975,805,1
2976,307,1
2977,558,1
2978,373,1
2979,508,1
2980,261,1
2981,672,1
2982,1018,0
2983,1015,0
2984,662,1
2985,374,1
2986,161,1
2987,425,1
2988,591,1
2989,954,1
2990,830,1
2991,806,1
2992,43,1
2993,635,1
2994,621,1
2995,421,1
2996,10,1
2997,762,1
2998,721,1
2999,432,1
3000,382,1
3001,711,1
3002,633,1
3003,582,1
3004,424,1
3005,630,1
3006,40,1
3007,132,1
3008,273,1
3009,667,1
3010,113,1
3011,195,1
3012,138,1
3013,603,1
3014,416,1
3015,130,1
3016,477,1
3017,617,1
3018,656,1
3019,986,1
3020,19,1
3021,788,1
3022,677,1
3023,149,1
3024,842,1
3025,225,1
3026,302,1
3027,428,1
3028,452,1
3029,674,1
3030,489,1
3031,645,1
3032,417,1
3033,979,1
3034,7,1
3035,421,1
3036,448,1
3037,317,1
3038,933,1
3039,147,1
3040,541,1
3041,129,1
3042,848,1
3043,770,1
3044,134,1
3045,353,1
3046,739,1
3047,198,1
3048,2,1
3049,347,1
3050,595,1
3051,4,1
3052,115,1
3053,387,1
3054,737,1
3055,957,1
3056,91,1
3057,566,1
3058,63,1
3059,340,1
3060,679,1
3061,434,1
3062,639,1
3063,274,1
3064,983,1
3065,181,1
3066,232,1
3067,24,1
3068,674,1
3069,57,1
3070,242,1
3071,73,1
3072,205,1
3073,800,1
3074,73,1
3075,415,1
3076,370,1
3077,363,1
3078,248,1
3079,1013,0
3080,452,1
3081,646,1
3082,858,1
3083,128,1
3084,1011,0
3085,442,1
3086,203,1
3087,326,1
3088,238,1
3089,86,1
3090,937,1
3091,1018,0
3092,864,1
3093,833,1
3094,513,1
3095,430,1
3096,230,1
3097,662,1
3098,629,1
3099,279,1
3100,421,1
3101,220,1
3102,609,1
3103,982,1
3104,829,1
3105,663,1
3106,636,1
3107,580,1
3108,373,1
3109,235,1
3110,634,1
3111,101,1
3112,301,1
3113,865,1
3114,691,1
3115,428,1
3116,733,1
3117,227,1
3118,914,1
3119,100,1
3120,482,1
3121,468,1
3122,655,1
3123,465,1
3124,469,1
3125,184,1
3126,230,1
3127,819,1
3128,18,1
3129,391,1
3130,768,1
3131,989,1
3132,9,1
3133,285,1
3134,986,1
3135,907,1
3136,388,1
3137,643,1
3138,960,1
3139,543,1
3140,410,1
3141,894,1
3142,370,1
3143,594,1
3144,486,1
3145,32,1
3146,576,1
3147,1013,0
3148,684,1
3149,373,1
3150,82,1
3151,373,1
3152,203,1
3153,982,1
3154,637,1
3155,113,1
3156,651,1
3157,1000,1
3158,499,1
3159,740,1
3160,300,1
3161,336,1
3162,323,1
3163,679,1
3164,526,1
3165,120,1
3166,699,1
3167,62,1
3168,181,1
3169,931,1
3170,518,1
3171,318,1
3172,744,1
3173,784,1
3174,866,1
3175,586,1
3176,913,1
3177,970,1
3178,512,1
3179,513,1
3180,446,1
3181,335,1
3182,161,1
3183,582,1
3184,859,1
3185,940,1
3186,486,1
3187,178,1
3188,858,1
3189,691,1
3190,520,1
3191,16,1
3192,441,1
3193,388,1
3194,334,1
3195,623,1
3196,456,1
3197,114,1
3198,240,1
3199,209,1
3200,395,1
3201,892,1
3202,446,1
3203,20,1
3204,984,1
3205,966,1
3206,590,1
3207,171,1
3208,115,1
3209,137,1
3210,946,1
3211,1006,0
3212,205,1
3213,195,1
3214,499,1
3215,562,1
3216,332,1
3217,763,1
3218,946,1
3219,744,1
3220,567,1
3221,745,1
3222,517,1
3223,996,1
3224,480,1
3225,226,1
3226,874,1
3227,530,1
3228,748,1
3229,514,1
3230,81,1
3231,119,1
3232,509,1
3233,244,1
3234,307,1
3235,311,1
3236,325,1
3237,986,1
3238,710,1
3239,821,1
3240,238,1
3241,151,1
3242,682,1
3243,755,1
3244,178,1
3245,692,1
3246,912,1
3247,862,1
3248,567,1
3249,168,1
3250,282,1
3251,375,1
3252,687,1
3253,886,1
3254,728,1
3255,196,1
3256,708,1
3257,549,1
3258,923,1
3259,124,1
3260,398,1
3261,26,1
3262,308,1
3263,119,1
3264,900,1
3265,519,1
3266,93,1
3267,101,1
3268,906,1
3269,989,1
3270,841,1
3271,402,1
3272,88,1
3273,145,1
3274,497,1
3275,113,1
3276,914,1
3277,167,1
3278,170,1
3279,293,1
3280,774,1
3281,697,1
3282,553,1
3283,563,1
3284,755,1
3285,1010,0
3286,639,1
3287,175,1
3288,716,1
3289,830,1
3290,992,1
3291,1003,0
3292,86,1
3293,366,1
3294,345,1
3295,322,1
3296,764,1
3297,48,1
3298,303,1
3299,148,1
3300,860,1
3301,996,1
3302,256,1
3303,810,1
3304,347,1
3305,1008,0
3306,819,1
3307,868,1
3308,897,1
3309,653,1
3310,337,1
3311,778,1
3312,81,1
3313,106,1
3314,15,1
3315,237,1
3316,268,1
3317,313,1
3318,477,1
3319,345,1
3320,908,1
3321,551,1
3322,17,1
3323,900,1
3324,369,1
3325,367,1
3326,763,1
3327,749,1
3328,438,1
3329,506,1
3330,774,1
3331,15,1
3332,458,1
3333,472,1
3334,754,1
3335,506,1
3336,499,1
3337,718,1
3338,865,1
3339,217,1
3340,744,1
3341,946,1
3342,436,1
3343,420,1
3344,783,1
3345,607,1
3346,769,1
3347,477,1
3348,645,1
3349,943,1
3350,104,1
3351,741,1
3352,630,1
3353,568,1
3354,136,1
3355,968,1
3356,988,1
3357,759,1
3358,409,1
3359,622,1
3360,243,1
3361,306,1
3362,279,1
3363,1010,0
3364,584,1
3365,772,1
3366,841,1
3367,907,1
3368,505,1
3369,776,1
3370,94,1
3371,342,1
3372,608,1
3373,785,1
3374,200,1
3375,667,1
3376,313,1
3377,104,1
3378,61,1
3379,309,1
3380,37,1
3381,415,1
3382,839,1
3383,1024,0
3384,158,1
3385,878,1
3386,482,1
3387,227,1
3388,905,1
3389,135,1
3390,920,1
3391,916,1
3392,164,1
3393,708,1
3394,402,1
3395,920,1
3396,662,1
3397,590,1
3398,920,1
3399,892,1
3400,898,1
3401,443,1
3402,192,1
3403,321,1
3404,85,1
3405,157,1
3406,849,1
3407,75,1
3408,437,1
3409,860,1
3410,617,1
3411,964,1
3412,371,1
3413,293,1
3414,237,1
3415,149,1
3416,233,1
3417,173,1
3418,641,1
3419,441,1
3420,876,1
3421,935,1
3422,41,1
3423,94,1
3424,270,1
3425,136,1
3426,755,1
3427,18,1
3428,531,1
3429,711,1
3430,556,1
3431,510,1
3432,331,1
3433,885,1
3434,724,1
3435,926,1
3436,340,1
3437,994,1
3438,843,1
3439,256,1
3440,958,1
3441,683,1
3442,193,1
3443,330,1
3444,688,1
3445,324,1
3446,461,1
3447,126,1
3448,358,1
3449,118,1
3450,560,1
3451,542,1
3452,796,1
3453,97,1
3454,586,1
3455,938,1
3456,649,1
3457,384,1
3458,929,1
3459,499,1
3460,1000,1
3461,688,1
3462,733,1
3463,540,1
3464,31,1
3465,936,1
3466,117,1
3467,17,1
3468,1020,0
3469,214,1
3470,992,1
3471,986,1
3472,897,1
3473,833,1
3474,661,1
3475,64,1
3476,1019,0
3477,1006,0
3478,883,1
3479,605,1
3480,338,1
3481,617,1
3482,206,1
3483,244,1
3484,1012,0
3485,88,1
3486,166,1
3487,132,1
3488,403,1
3489,30,1
3490,862,1
3491,199,1
3492,185,1
3493,133,1
3494,253,1
3495,556,1
3496,159,1
3497,376,1
3498,641,1
3499,715,1
3500,141,1
3501,820,1
3502,15,1
3503,18,1
3504,47,1
3505,60,1
3506,780,1
3507,651,1
3508,651,1
3509,694,1
3510,652,1
3511,545,1
3512,900,1
3513,242,1
3514,801,1
3515,596,1
3516,389,1
3517,319,1
3518,937,1
3519,779,1
3520,36,1
3521,117,1
3522,232,1
3523,204,1
3524,26,1
3525,336,1
3526,715,1
3527,995,1
3528,846,1
3529,98,1
3530,596,1
3531,335,1
3532,871,1
3533,866,1
3534,856,1
3535,960,1
3536,279,1
3537,158,1
3538,881,1
3539,639,1
3540,407,1
3541,643,1
3542,124,1
3543,261,1
3544,565,1
3545,167,1
3546,219,1
3547,571,1
3548,187,1
3549,239,1
3550,799,1
3551,326,1
3552,941,1
3553,133,1
3554,135,1
3555,602,1
3556,311,1
3557,633,1
3558,253,1
3559,606,1
3560,452,1
3561,154,1
3562,781,1
3563,824,1
3564,563,1
3565,637,1
3566,973,1
3567,664,1
3568,749,1
3569,568,1
3570,534,1
3571,214,1
3572,376,1
3573,838,1
3574,768,1
3575,144,1
3576,754,1
3577,925,1
3578,245,1
3579,830,1
3580,228,1
3581,231,1
3582,331,1
3583,990,1
3584,195,1
3585,332,1
3586,298,1
3587,91,1
3588,545,1
3589,730,1
3590,297,1
3591,122,1
3592,640,1
3593,568,1
3594,469,1
3595,145,1
3596,857,1
3597,436,1
3598,169,1
3599,419,1
3600,985,1
3601,554,1
3602,467,1
3603,387,1
3604,866,1
3605,809,1
3606,544,1
3607,861,1
3608,573,1
3609,727,1
3610,817,1
3611,686,1
3612,529,1
3613,692,1
3614,119,1
3615,325,1
3616,648,1
3617,66,1
3618,243,1
3619,597,1
3620,164,1
3621,168,1
3622,439,1
3623,881,1
3624,300,1
3625,583,1
3626,250,1
3627,529,1
3628,375,1
3629,635,1
3630,655,1
3631,141,1
3632,741,1
3633,945,1
3634,371,1
3635,842,1
3636,643,1
3637,179,1
3638,585,1
3639,888,1
3640,823,1
3641,254,1
3642,771,1
3643,990,1
3644,0,1
3645,534,1
3646,423,1
3647,201,1
3648,363,1
3649,168,1
3650,777,1
3651,746,1
3652,935,1
3653,146,1
3654,771,1
3655,360,1
3656,357,1
3657,958,1
3658,624,1
3659,927,1
3660,867,1
3661,543,1
3662,572,1
3663,418,1
3664,945,1
3665,561,1
3666,422,1
3667,160,1
3668,489,1
3669,72,1
3670,621,1
3671,523,1
3672,171,1
3673,664,1
3674,283,1
3675,139,1
3676,798,1
3677,110,1
3678,352,1
3679,37,1
3680,1020,0
3681,592,1
3682,257,1
3683,701,1
3684,973,1
3685,73,1
3686,454,1
3687,324,1
3688,17,1
3689,32,1
3690,85,1
3691,163,1
3692,687,1
3693,373,1
3694,822,1
3695,120,1
3696,449,1
3697,323,1
3698,712,1
3699,456,1
3700,32,1
3701,66,1
3702,101,1
3703,329,1
3704,808,1
3705,822,1
3706,974,1
3707,979,1
3708,254,1
3709,385,1
3710,327,1
3711,994,1
3712,363,1
3713,637,1
3714,199,1
3715,955,1
3716,889,1
3717,552,1
3718,274,1
3719,960,1
3720,672,1
3721,742,1
3722,289,1
3723,711,1
3724,486,1
3725,622,1
3726,753,1
3727,136,1
3728,47,1
3729,698,1
3730,618,1
3731,513,1
3732,738,1
3733,871,1
3734,666,1
3735,1009,0
3736,414,1
3737,836,1
3738,572,1
3739,518,1
3740,934,1
3741,796,1
3742,519,1
3743,392,1
3744,514,1
3745,534,1
3746,705,1
3747,294,1
3748,546,1
3749,850,1
3750,229,1
3751,347,1
3752,409,1
3753,29,1
3754,784,1
3755,672,1
3756,713,1
3757,1010,0
3758,561,1
3759,810,1
3760,341,1
3761,71,1
3762,759,1
3763,879,1
3764,359,1
3765,1013,0
3766,312,1
3767,421,1
3768,707,1
3769,283,1
3770,462,1
3771,700,1
3772,220,1
3773,333,1
3774,658,1
3775,687,1
3776,627,1
3777,292,1
3778,921,1
3779,899,1
3780,573,1
3781,165,1
3782,816,1
3783,405,1
3784,81,1
3785,658,1
3786,392,1
3787,970,1
3788,230,1
3789,571,1
3790,688,1
3791,792,1
3792,903,1
3793,229,1
3794,37,1
3795,385,1
3796,520,1
3797,977,1
3798,923,1
3799,259,1
3800,260,1
3801,218,1
3802,600,1
3803,330,1
3804,856,1
3805,710,1
3806,786,1
3807,594,1
3808,571,1
3809,439,1
3810,922,1
3811,597,1
3812,98,1
3813,782,1
3814,973,1
3815,341,1
3816,321,1
3817,305,1
3818,761,1
3819,577,1
3820,820,1
3821,173,1
3822,284,1
3823,947,1
3824,1001,0
3825,928,1
3826,892,1
3827,338,1
3828,757,1
3829,938,1
3830,126,1
3831,59,1
3832,513,1
3833,745,1
3834,34,1
3835,975,1
3836,553,1
3837,68,1
3838,523,1
3839,143,1
3840,750,1
3841,286,1
3842,72,1
3843,986,1
3844,456,1
3845,630,1
3846,333,1
3847,298,1
3848,725,1
3849,63,1
3850,309,1
3851,148,1
3852,901,1
3853,615,1
3854,861,1
3855,723,1
3856,23,1
3857,281,1
3858,258,1
3859,745,1
3860,194,1
3861,495,1
3862,879,1
3863,643,1
3864,854,1
3865,616,1
3866,137,1
3867,345,1
3868,403,1
3869,730,1
3870,35,1
3871,831,1
3872,228,1
3873,927,1
3874,271,1
3875,864,1
3876,517,1
3877,960,1
3878,152,1
3879,72,1
3880,538,1
3881,11,1
3882,202,1
3883,861,1
3884,127,1
3885,84,1
3886,298,1
3887,854,1
3888,892,1
3889,457,1
3890,318,1
3891,881,1
3892,926,1
3893,394,1
3894,951,1
3895,116,1
3896,375,1
3897,297,1
3898,491,1
3899,219,1
3900,241,1
3901,6,1
3902,884,1
3903,537,1
3904,815,1
3905,716,1
3906,786,1
3907,299,1
3908,688,1
3909,607,1
3910,821,1
3911,270,1
3912,25,1
3913,943,1
3914,1009,0
3915,768,1
3916,809,1
3917,446,1
3918,578,1
3919,429,1
3920,600,1
3921,329,1
3922,637,1
3923,999,1
3924,355,1
3925,19,1
3926,387,1
3927,101,1
3928,782,1
3929,387,1
3930,844,1
3931,25,1
3932,803,1
3933,9,1
3934,311,1
3935,662,1
3936,936,1
3937,407,1
3938,462,1
3939,429,1
3940,113,1
3941,76,1
3942,591,1
3943,309,1
3944,641,1
3945,557,1
3946,1012,0
3947,272,1
3948,391,1
3949,644,1
3950,104,1
3951,354,1
3952,819,1
3953,764,1
3954,373,1
3955,529,1
3956,995,1
3957,128,1
3958,415,1
3959,585,1
3960,733,1
3961,961,1
3962,804,1
3963,36,1
3964,649,1
3965,438,1
3966,290,1
3967,33,1
3968,761,1
3969,335,1
3970,987,1
3971,546,1
3972,434,1
3973,347,1
3974,748,1
3975,217,1
3976,465,1
3977,573,1
3978,343,1
3979,751,1
3980,946,1
3981,450,1
3982,291,1
3983,930,1
3984,746,1
3985,768,1
3986,806,1
3987,789,1
3988,201,1
3989,973,1
3990,949,1
3991,179,1
3992,455,1
3993,602,1
3994,757,1
3995,145,1
3996,865,1
3997,649,1
3998,97,1
3999,879,1
4000,89,1
4001,200,1
4002,994,1
4003,466,1
4004,514,1
4005,948,1
4006,145,1
4007,554,1
4008,36,1
4009,1011,0
4010,436,1
4011,353,1
4012,180,1
4013,830,1
4014,361,1
4015,747,1
4016,830,1
4017,746,1
4018,741,1
4019,528,1
4020,347,1
4021,722,1
4022,474,1
4023,785,1
4024,694,1
4025,930,1
4026,125,1
4027,175,1
4028,882,1
4029,316,1
4030,173,1
4031,662,1
4032,887,1
4033,954,1
4034,887,1
4035,143,1
4036,884,1
4037,953,1
4038,94,1
4039,450,1
4040,167,1
4041,856,1
4042,978,1
4043,823,1
4044,856,1
4045,73,1
4046,343,1
4047,470,1
4048,751,1
4049,96,1
4050,66,1
4051,474,1
4052,159,1
4053,8,1
4054,298,1
4055,726,1
4056,686,1
4057,237,1
4058,1020,0
4059,1015,0
4060,447,1
4061,397,1
4062,913,1
4063,862,1
4064,660,1
4065,593,1
4066,66,1
4067,375,1
4068,805,1
4069,376,1
4070,677,1
4071,408,1
4072,46,1
4073,151,1
4074,167,1
4075,764,1
4076,749,1
4077,875,1
4078,51,1
4079,826,1
4080,237,1
4081,789,1
4082,418,1
4083,996,1
4084,503,1
4085,828,1
4086,262,1
4087,539,1
4088,878,1
4089,494,1
4090,129,1
4091,369,1
4092,214,1
4093,728,1
4094,885,1
4095,55,1
4096,45,1
4097,636,1
4098,446,1
4099,310,1
4100,182,1
4101,746,1
4102,304,1
4103,266,1
4104,946,1
4105,786,1
4106,125,1
4107,158,1
4108,601,1
4109,1014,0
4110,460,1
4111,637,1
4112,957,1
4113,202,1
4114,654,1
4115,970,1
4116,368,1
4117,549,1
4118,227,1
4119,833,1
